age,annual_income,employment_length_years,loan_amount,loan_term_months,credit_history_years,num_credit_lines,num_delinquencies_2y,revolving_utilization,debt_to_income,inquiries_6m,home_ownership,loan_purpose,default
43,99348.57,14.5,13593.11,36,8.8,6,1,0.294,0.205,3,MORTGAGE,home_improvement,0
27,81282.31,7.3,21140.13,36,7.0,5,0,0.449,0.329,0,MORTGAGE,debt_consolidation,0
18,160991.68,1.8,13390.88,12,1.0,3,1,0.591,0.395,2,RENT,debt_consolidation,1
19,59511.88,5.5,8895.55,36,2.0,0,1,0.266,0.32,0,RENT,debt_consolidation,1
24,38717.2,6.1,4755.62,48,7.0,3,0,0.619,0.671,2,RENT,debt_consolidation,1
28,55724.99,12.0,23625.82,36,2.6,6,1,0.399,0.555,0,RENT,debt_consolidation,0
36,49870.08,5.7,10907.56,24,16.1,6,0,0.536,0.471,2,MORTGAGE,debt_consolidation,1
27,50256.42,21.9,16947.08,36,3.1,3,0,0.414,0.17,2,MORTGAGE,debt_consolidation,0
42,53471.71,9.0,17003.63,36,3.2,9,0,0.392,0.65,0,MORTGAGE,credit_card,0
35,32452.36,1.8,20071.57,36,6.8,5,1,0.132,0.224,0,RENT,small_business,0
38,63273.37,4.6,27521.55,60,7.3,8,0,0.35,0.105,2,MORTGAGE,home_improvement,0
51,24965.13,3.8,2733.04,24,5.3,2,0,0.294,0.696,0,MORTGAGE,home_improvement,1
25,36524.75,6.2,12022.49,36,8.0,5,0,0.225,0.23,3,RENT,credit_card,0
43,50747.45,17.9,22131.58,12,5.7,4,0,0.6,0.126,2,MORTGAGE,major_purchase,0
38,15634.66,3.1,11230.12,36,7.9,8,0,0.317,0.445,1,MORTGAGE,debt_consolidation,0
34,82697.56,1.1,12869.73,24,8.3,5,1,0.355,0.195,0,MORTGAGE,credit_card,1
48,17514.16,4.9,11199.68,48,2.0,3,1,0.44,0.546,0,RENT,debt_consolidation,0
48,78297.68,3.6,9792.39,24,8.3,7,2,0.226,0.317,1,MORTGAGE,debt_consolidation,0
28,26607.67,7.9,5585.32,36,3.0,7,0,0.246,0.585,1,RENT,home_improvement,0
36,43360.09,0.7,7950.52,36,0.9,7,0,0.59,0.864,1,MORTGAGE,debt_consolidation,1
41,72079.28,12.8,5384.24,36,14.5,6,0,0.685,0.311,2,OWN,home_improvement,0
35,181493.79,7.2,15267.21,24,10.9,4,0,0.232,0.765,2,RENT,credit_card,0
44,57759.82,7.2,14728.15,24,10.2,6,0,0.418,0.308,1,MORTGAGE,debt_consolidation,0
41,18206.89,5.9,10561.55,36,9.1,5,1,0.128,0.055,1,RENT,small_business,1
58,91540.09,1.5,2644.95,36,4.5,8,0,0.219,0.44,2,OWN,debt_consolidation,0
21,47688.47,6.1,8818.73,12,4.0,4,0,0.256,0.463,2,MORTGAGE,debt_consolidation,0
37,56299.94,3.9,5475.22,36,15.6,5,0,0.323,0.586,0,MORTGAGE,other,0
28,73631.24,1.0,5801.22,36,10.1,4,0,0.136,0.506,2,RENT,major_purchase,0
45,15931.32,3.4,12598.6,36,4.6,3,0,0.465,0.324,2,RENT,car,0
20,54371.49,10.7,18678.6,24,3.0,3,0,0.511,0.384,0,OWN,credit_card,0
42,43246.36,9.8,24410.27,36,1.3,9,0,0.051,0.508,4,MORTGAGE,car,1
31,106086.41,9.3,13330.03,48,4.6,9,0,0.128,0.516,1,MORTGAGE,medical,0
30,80814.57,8.2,25931.85,24,13.0,2,0,0.476,0.526,1,RENT,credit_card,1
22,22140.17,8.2,5003.92,36,5.0,7,1,0.566,0.823,0,RENT,debt_consolidation,0
33,108493.36,11.1,6501.34,24,5.6,5,0,0.276,0.553,1,RENT,credit_card,0
50,69372.01,4.2,10391.33,36,3.1,8,0,0.581,0.435,3,MORTGAGE,debt_consolidation,1
38,23133.04,9.0,16137.64,36,3.9,4,0,0.409,0.502,1,RENT,debt_consolidation,1
45,55863.37,9.8,14685.96,48,2.2,5,1,0.416,0.48,2,MORTGAGE,medical,1
56,95717.3,14.6,17188.97,24,3.0,0,0,0.324,0.448,2,MORTGAGE,debt_consolidation,0
41,27785.67,12.1,12139.05,24,12.2,3,0,0.458,0.029,2,MORTGAGE,credit_card,0
32,115574.14,14.7,11322.7,60,9.7,4,0,0.356,0.307,1,RENT,home_improvement,0
43,23577.64,7.6,29262.26,48,7.3,9,1,0.515,0.249,0,OWN,debt_consolidation,0
32,35060.31,14.3,14420.41,36,3.2,3,0,0.64,0.259,3,RENT,debt_consolidation,0
32,32254.76,5.0,11946.69,36,2.1,2,0,0.227,0.487,1,MORTGAGE,debt_consolidation,1
21,115533.24,1.7,11377.36,48,1.5,8,0,0.359,0.58,1,MORTGAGE,major_purchase,0
48,41354.69,10.9,6930.25,36,8.1,7,1,0.623,0.156,0,MORTGAGE,credit_card,0
34,28579.66,5.5,17053.64,36,8.0,5,0,0.125,0.713,0,RENT,debt_consolidation,0
40,69207.6,3.8,5577.98,36,9.4,8,0,0.039,0.14,1,MORTGAGE,credit_card,0
27,77936.49,10.5,3713.04,36,1.9,5,0,0.516,0.207,1,OWN,debt_consolidation,0
43,78209.38,6.6,31380.34,60,2.8,6,0,0.336,0.251,3,RENT,debt_consolidation,0
30,46665.64,3.2,26475.91,36,10.6,8,0,0.793,0.132,0,MORTGAGE,credit_card,1
36,62317.27,3.4,14299.99,48,5.3,3,3,0.666,0.56,1,MORTGAGE,major_purchase,1
48,37887.32,5.0,13555.29,36,5.8,7,1,0.302,0.342,3,MORTGAGE,major_purchase,1
47,136099.42,8.2,9443.58,60,7.9,4,0,0.77,0.381,0,OWN,medical,0
38,101652.24,4.2,8384.79,36,8.9,6,0,0.558,0.212,2,MORTGAGE,debt_consolidation,0
19,98284.96,4.6,3656.49,12,2.0,5,0,0.463,0.525,1,MORTGAGE,debt_consolidation,0
71,83848.24,10.9,5770.1,48,7.8,9,1,0.701,0.451,1,RENT,small_business,1
57,72103.17,7.9,6224.58,36,7.0,4,1,0.435,0.714,0,MORTGAGE,major_purchase,0
46,27326.18,2.0,11336.69,24,5.4,3,0,0.66,0.37,1,MORTGAGE,home_improvement,0
30,76750.54,3.4,31076.81,12,11.3,1,3,0.415,0.486,2,MORTGAGE,medical,0
37,57690.39,3.7,4350.63,60,0.6,2,1,0.402,0.096,3,OWN,debt_consolidation,1
32,108537.42,4.9,15758.18,36,4.6,7,0,0.263,0.46,1,RENT,car,0
52,84463.99,6.9,16585.97,36,4.4,3,1,0.785,0.579,2,MORTGAGE,debt_consolidation,1
41,73328.84,7.4,3986.24,36,11.9,8,0,0.683,0.347,0,MORTGAGE,home_improvement,0
29,21454.21,5.8,4585.37,12,7.6,4,0,0.33,0.173,2,MORTGAGE,home_improvement,0
33,51588.28,10.4,12659.6,36,8.6,4,0,0.429,0.265,0,MORTGAGE,debt_consolidation,1
50,39861.22,4.4,13068.57,36,1.7,10,1,0.338,0.199,2,OWN,other,0
56,62242.99,5.1,22994.9,60,11.3,4,0,0.661,0.4,0,RENT,credit_card,1
55,43107.34,3.7,14476.16,24,1.1,10,1,0.355,0.289,5,MORTGAGE,credit_card,0
46,46547.56,10.3,5332.53,24,9.2,5,0,0.444,0.44,1,MORTGAGE,medical,0
35,69735.77,2.5,10995.0,36,5.9,2,1,0.333,0.203,0,RENT,home_improvement,0
18,42715.8,4.5,7099.86,48,1.0,3,0,0.744,0.184,0,OWN,debt_consolidation,0
41,57923.32,12.6,3172.67,48,4.9,4,0,0.128,0.514,1,RENT,home_improvement,0
38,23489.84,5.4,16867.03,24,4.5,11,1,0.369,0.366,0,MORTGAGE,home_improvement,0
40,34275.26,0.6,15548.17,36,2.1,5,0,0.452,0.299,1,MORTGAGE,major_purchase,0
39,77716.58,2.3,9914.51,12,8.2,8,1,0.851,0.142,3,RENT,debt_consolidation,0
23,27539.99,9.1,30206.4,36,5.1,4,1,0.524,0.436,3,OWN,debt_consolidation,1
44,107489.54,8.8,5150.12,24,2.9,2,0,0.34,0.501,4,RENT,debt_consolidation,0
45,92588.45,17.9,19990.18,60,2.4,4,1,0.407,0.361,1,MORTGAGE,medical,1
46,46745.51,1.7,7006.87,48,9.6,6,1,0.485,0.209,1,MORTGAGE,debt_consolidation,1
48,281898.9,12.5,14597.22,24,3.1,6,0,0.425,0.375,3,OWN,debt_consolidation,0
45,107334.67,14.4,19480.96,36,3.0,7,2,0.106,0.328,3,RENT,debt_consolidation,1
33,32141.27,4.0,6579.29,60,9.8,3,1,0.313,0.431,1,MORTGAGE,debt_consolidation,0
37,81666.22,3.9,7580.49,36,12.3,3,0,0.422,0.343,1,MORTGAGE,debt_consolidation,0
39,56174.86,6.6,13680.57,36,6.6,5,0,0.227,0.116,0,MORTGAGE,debt_consolidation,0
39,35341.33,10.5,5860.42,36,10.5,2,0,0.066,0.503,1,RENT,debt_consolidation,0
49,30078.02,1.8,15933.78,36,3.2,5,0,0.315,0.107,0,MORTGAGE,credit_card,0
45,93637.98,8.4,11452.77,36,21.7,6,0,0.26,0.475,2,OWN,credit_card,1
61,38992.71,1.6,13508.28,12,5.3,5,1,0.339,0.291,0,OWN,debt_consolidation,0
62,51224.23,9.7,6979.08,12,2.2,0,0,0.47,0.564,0,RENT,debt_consolidation,0
39,32644.63,5.0,6765.52,48,9.6,3,0,0.647,0.51,1,RENT,debt_consolidation,1
18,35900.74,2.1,4711.16,60,1.0,6,0,0.297,0.601,1,MORTGAGE,credit_card,0
52,50523.25,4.8,12879.0,36,23.9,5,0,0.49,0.365,1,RENT,car,1
32,67070.55,1.2,5296.61,60,9.3,7,0,0.254,0.69,3,RENT,medical,0
29,13048.16,3.3,9012.88,60,7.5,5,0,0.37,0.499,0,RENT,debt_consolidation,0
34,54682.88,7.1,17345.71,36,5.3,1,0,0.598,0.525,0,MORTGAGE,credit_card,0
33,35940.98,16.4,33527.03,36,13.1,9,0,0.42,0.125,2,RENT,small_business,1
45,117160.43,4.5,13403.35,48,4.2,4,0,0.62,0.293,0,RENT,credit_card,1
21,273351.54,7.4,11567.64,60,0.7,3,1,0.586,0.629,0,RENT,credit_card,0
26,44462.28,7.7,4896.52,60,2.0,2,0,0.293,0.155,1,MORTGAGE,debt_consolidation,0
42,21010.43,3.0,8230.1,36,15.2,4,0,0.396,0.359,2,MORTGAGE,credit_card,1
45,57773.32,6.8,8439.32,36,7.4,4,0,0.531,0.181,0,RENT,other,0
45,48388.33,0.4,13880.66,48,6.1,3,0,0.445,0.185,0,RENT,credit_card,1
29,160210.34,0.7,8978.38,36,5.6,3,1,0.572,0.699,1,MORTGAGE,home_improvement,1
27,135486.07,3.3,37855.39,60,7.4,2,1,0.544,0.294,1,MORTGAGE,debt_consolidation,0
32,87199.71,1.9,14772.82,36,5.2,3,0,0.572,0.358,1,RENT,home_improvement,0
41,39234.76,8.1,16999.14,24,5.8,0,0,0.259,0.552,0,MORTGAGE,credit_card,0
54,78650.68,9.0,14772.5,24,1.4,5,0,0.13,0.078,1,RENT,medical,0
18,62677.23,1.0,6027.54,48,1.0,4,0,0.146,0.256,3,RENT,major_purchase,0
36,61866.11,4.0,7787.94,24,8.7,5,0,0.349,0.015,1,RENT,credit_card,0
23,22993.65,2.0,8179.97,60,6.0,2,0,0.171,0.328,1,MORTGAGE,credit_card,0
20,97147.67,14.3,22343.49,36,3.0,4,0,0.424,0.379,2,RENT,credit_card,0
49,57485.88,3.5,19976.93,48,6.1,5,0,0.608,0.45,2,MORTGAGE,credit_card,0
44,51253.4,3.2,13248.39,48,2.6,8,0,0.287,0.309,2,RENT,home_improvement,1
43,38945.32,2.7,12572.49,48,6.0,5,0,0.307,0.139,1,RENT,credit_card,0
48,35014.27,3.7,16391.14,48,2.1,1,0,0.408,0.166,0,OWN,debt_consolidation,0
33,64504.63,16.7,4452.97,36,2.2,0,0,0.145,0.344,2,RENT,debt_consolidation,0
33,20701.48,2.0,11863.13,36,3.1,6,2,0.211,0.241,1,OWN,car,0
62,83635.58,2.0,4458.75,36,13.6,4,0,0.493,0.542,1,MORTGAGE,debt_consolidation,0
35,30340.6,1.0,9427.13,36,1.2,3,0,0.779,0.365,1,MORTGAGE,medical,0
46,17461.01,15.9,18800.55,36,5.7,1,0,0.15,0.091,1,RENT,debt_consolidation,0
38,147567.71,2.9,6155.67,36,18.1,4,0,0.378,0.182,2,MORTGAGE,small_business,0
18,33794.46,3.7,24142.33,36,1.0,2,0,0.055,0.502,1,RENT,major_purchase,1
18,36417.78,6.8,16994.97,48,1.0,6,1,0.644,0.329,2,RENT,car,0
32,101113.21,0.6,11263.19,48,0.6,2,0,0.686,0.181,1,MORTGAGE,credit_card,1
50,150232.14,5.3,10871.98,48,15.1,5,0,0.383,0.654,1,RENT,home_improvement,0
47,23314.93,4.5,6089.94,36,3.3,5,0,0.412,0.412,1,MORTGAGE,major_purchase,1
48,32019.73,7.7,5477.86,36,9.9,3,0,0.604,0.343,2,MORTGAGE,home_improvement,0
27,33340.45,4.7,6410.92,12,10.0,5,1,0.55,0.554,3,MORTGAGE,major_purchase,0
56,90593.79,7.9,7754.51,60,6.9,6,0,0.556,0.138,1,RENT,debt_consolidation,0
27,133455.41,10.3,13536.68,24,3.4,4,0,0.918,0.387,0,RENT,home_improvement,0
40,29907.4,2.8,6235.21,36,3.9,4,0,0.414,0.491,1,MORTGAGE,major_purchase,0
38,117961.07,12.7,8614.34,24,8.1,9,0,0.386,0.508,0,MORTGAGE,credit_card,0
36,36681.63,6.8,17644.39,48,1.2,3,1,0.384,0.107,0,MORTGAGE,credit_card,1
53,65177.37,0.9,4811.92,36,13.9,2,0,0.192,0.555,2,RENT,car,0
30,26922.04,15.6,4937.39,36,3.2,2,0,0.107,0.178,3,OWN,car,0
23,50662.35,4.9,9738.07,36,6.0,7,0,0.092,0.248,0,OWN,debt_consolidation,0
38,50964.67,9.7,11484.37,24,14.3,8,1,0.726,0.485,1,MORTGAGE,medical,1
34,45554.42,7.9,10923.44,48,0.5,5,0,0.649,0.12,0,MORTGAGE,credit_card,0
75,66952.19,1.8,22805.98,24,5.6,4,0,0.538,0.134,3,OWN,credit_card,1
45,31136.41,3.0,6450.5,36,10.8,4,1,0.642,0.097,1,RENT,major_purchase,1
33,33321.3,4.7,5114.05,60,7.3,4,0,0.312,0.158,1,RENT,debt_consolidation,1
26,68928.82,9.7,3394.57,12,3.3,3,0,0.307,0.053,0,MORTGAGE,debt_consolidation,1
18,113336.83,6.0,9266.82,36,1.0,4,1,0.351,0.326,2,MORTGAGE,home_improvement,0
27,53500.83,4.7,13493.92,24,0.4,4,0,0.051,0.56,1,MORTGAGE,debt_consolidation,0
39,71468.99,6.0,13904.18,60,6.7,5,0,0.187,0.086,0,RENT,credit_card,0
54,82202.75,0.2,9765.68,36,9.0,8,0,0.386,0.372,1,MORTGAGE,car,0
50,85543.29,4.5,8711.59,24,10.5,2,0,0.441,0.491,0,MORTGAGE,car,1
41,32066.32,4.6,12141.72,48,9.6,11,1,0.416,0.634,1,RENT,car,0
34,35335.53,4.4,12396.53,36,10.6,5,0,0.227,0.634,2,MORTGAGE,major_purchase,1
41,37066.13,14.9,6030.55,48,8.3,7,0,0.349,0.213,0,OWN,home_improvement,0
32,156490.19,22.5,15595.54,48,5.5,4,0,0.443,0.541,1,MORTGAGE,debt_consolidation,0
57,71646.97,1.7,15708.33,60,1.9,3,0,0.464,0.563,1,RENT,small_business,0
36,69900.19,3.0,4246.79,12,13.4,6,2,0.298,0.354,0,MORTGAGE,home_improvement,0
37,66265.83,12.3,8150.91,12,9.5,4,0,0.68,0.432,2,OWN,credit_card,1
18,26201.28,7.7,5655.94,60,1.0,3,1,0.208,0.274,1,RENT,credit_card,0
36,157314.89,8.9,9881.44,60,9.7,9,0,0.695,0.315,0,RENT,other,0
47,70513.05,3.9,7277.53,36,5.3,5,0,0.06,0.541,0,RENT,home_improvement,0
26,80639.03,5.6,12141.35,36,7.7,4,0,0.142,0.117,1,MORTGAGE,credit_card,0
30,20516.06,7.1,5483.94,36,0.8,7,0,0.213,0.503,1,MORTGAGE,home_improvement,1
47,83183.49,22.0,13840.87,48,5.8,5,0,0.333,0.375,0,OWN,debt_consolidation,0
22,44537.34,8.5,44156.84,48,5.0,4,0,0.314,0.442,0,OWN,medical,1
50,26172.63,11.1,13064.95,24,3.0,3,1,0.888,0.13,1,MORTGAGE,home_improvement,0
32,32062.1,4.9,23365.35,36,8.7,8,1,0.839,0.504,0,MORTGAGE,other,0
34,27019.34,8.9,9666.83,24,13.9,3,0,0.649,0.59,1,MORTGAGE,major_purchase,0
26,26769.51,10.2,5841.9,12,8.7,2,0,0.228,0.076,1,MORTGAGE,home_improvement,0
42,56010.88,7.5,8709.83,12,6.2,8,1,0.718,0.298,1,MORTGAGE,debt_consolidation,0
65,43795.24,1.3,15101.79,24,4.4,4,0,0.279,0.269,1,RENT,credit_card,0
47,65103.8,2.6,10666.7,12,1.7,4,0,0.219,0.432,0,RENT,car,0
28,136187.34,5.1,8813.13,36,1.5,4,1,0.164,0.212,1,RENT,credit_card,0
50,50451.76,6.9,16893.58,12,8.5,7,0,0.799,0.297,1,OWN,debt_consolidation,0
35,15761.27,8.4,10267.13,48,8.8,3,0,0.689,0.237,1,OWN,major_purchase,0
53,47425.86,1.9,4127.74,48,6.3,7,0,0.344,0.444,2,RENT,debt_consolidation,0
47,104439.89,4.3,15524.02,48,10.0,6,1,0.34,0.166,0,OWN,major_purchase,0
18,51675.2,6.8,12423.12,36,1.0,4,0,0.384,0.484,1,MORTGAGE,credit_card,0
27,125634.46,8.1,21295.83,48,5.6,3,1,0.099,0.657,1,OWN,debt_consolidation,0
48,69502.49,6.7,13693.01,24,13.2,2,0,0.051,0.169,3,RENT,debt_consolidation,1
40,19711.38,3.1,7549.82,12,9.8,7,1,0.449,0.469,0,MORTGAGE,debt_consolidation,1
27,57541.99,2.0,13126.86,60,10.0,8,1,0.411,0.105,1,RENT,medical,0
31,63789.94,5.9,10076.84,36,3.7,8,1,0.581,0.408,0,RENT,debt_consolidation,0
18,98144.45,19.4,12172.45,12,1.0,5,1,0.619,0.28,0,OWN,debt_consolidation,0
37,147384.5,3.9,20445.48,24,7.1,5,0,0.215,0.198,0,MORTGAGE,credit_card,0
62,89254.67,7.1,8559.97,60,9.3,7,0,0.142,0.351,0,MORTGAGE,credit_card,0
47,69027.75,2.3,9168.37,24,21.5,5,0,0.072,0.24,0,MORTGAGE,car,0
62,78582.44,4.6,2610.85,36,4.4,11,2,0.393,0.537,0,MORTGAGE,medical,1
48,49394.59,9.9,29671.13,48,4.9,8,0,0.454,0.294,1,MORTGAGE,car,0
49,24231.71,3.5,10850.81,60,6.8,3,1,0.891,0.31,1,RENT,debt_consolidation,0
60,55427.04,4.8,7544.93,12,0.7,5,1,0.293,0.485,1,OWN,car,0
42,66231.38,2.4,19231.21,36,3.8,3,0,0.594,0.142,1,OWN,debt_consolidation,1
36,27944.85,10.4,23538.02,60,1.8,6,0,0.223,0.36,1,MORTGAGE,home_improvement,1
49,112380.07,7.4,4355.46,24,17.5,6,1,0.481,0.659,0,OWN,home_improvement,0
54,94181.22,5.3,7688.03,24,11.0,4,0,0.311,0.211,1,OWN,debt_consolidation,0
33,25477.0,2.2,12842.11,12,1.0,6,1,0.138,0.305,0,RENT,major_purchase,1
30,114829.97,2.6,5597.9,36,5.8,9,0,0.537,0.351,1,OWN,debt_consolidation,0
40,45726.22,1.8,7691.16,36,7.9,3,0,0.594,0.446,0,RENT,major_purchase,0
47,35306.76,4.3,5067.62,48,26.1,5,0,0.429,0.34,1,MORTGAGE,debt_consolidation,0
47,98086.28,1.8,11139.23,36,8.0,5,0,0.171,0.407,2,RENT,medical,0
22,52676.26,5.3,6029.93,36,5.0,4,1,0.335,0.231,0,MORTGAGE,medical,0
59,153975.98,8.9,47583.77,36,0.4,4,0,0.733,0.721,0,RENT,debt_consolidation,0
31,33891.23,4.8,30544.34,60,14.0,3,0,0.55,0.2,0,MORTGAGE,home_improvement,0
35,20901.75,2.8,5639.87,36,10.8,5,0,0.357,0.133,2,RENT,small_business,0
28,46432.69,6.3,3757.73,12,11.0,8,0,0.473,0.499,2,MORTGAGE,debt_consolidation,1
68,83622.87,1.0,4502.92,36,4.3,4,0,0.613,0.289,3,RENT,medical,0
41,32534.99,2.6,8159.8,48,6.5,5,1,0.692,0.296,0,OWN,credit_card,0
29,26067.5,5.6,12088.68,36,2.3,8,1,0.191,0.222,3,MORTGAGE,credit_card,0
48,61445.76,2.3,4892.34,48,15.8,5,0,0.31,0.332,1,RENT,debt_consolidation,0
46,24220.92,6.0,9151.36,60,1.8,7,0,0.446,0.246,3,RENT,credit_card,0
36,64130.86,5.2,9453.23,36,12.8,4,1,0.56,0.588,2,MORTGAGE,other,1
47,44920.85,15.1,5249.85,12,0.7,3,1,0.501,0.496,2,MORTGAGE,home_improvement,0
29,71108.1,4.3,25024.26,60,1.1,4,2,0.556,0.402,1,MORTGAGE,credit_card,0
33,25308.46,14.3,13181.23,36,11.0,6,1,0.57,0.434,0,RENT,debt_consolidation,0
18,110634.77,5.3,14338.62,12,1.0,6,0,0.393,0.344,1,RENT,medical,0
23,48988.02,2.0,46799.66,36,6.0,8,0,0.45,0.664,1,MORTGAGE,debt_consolidation,0
58,82449.19,4.1,5660.47,36,2.7,8,0,0.456,0.333,0,MORTGAGE,debt_consolidation,0
56,91851.78,9.6,18994.64,36,8.6,8,0,0.18,0.214,0,MORTGAGE,debt_consolidation,0
39,28664.23,8.4,29774.58,60,13.0,2,3,0.575,0.139,1,RENT,small_business,1
56,88013.16,7.1,27153.42,36,4.0,7,2,0.491,0.67,2,RENT,credit_card,1
36,24740.91,16.8,16122.55,12,8.0,6,1,0.724,0.087,1,MORTGAGE,debt_consolidation,0
35,25499.76,8.6,3804.66,60,4.3,2,0,0.588,0.436,0,MORTGAGE,debt_consolidation,0
39,159563.87,3.1,13385.74,24,6.2,3,0,0.099,0.557,2,MORTGAGE,credit_card,1
37,99859.49,1.7,7758.44,48,16.6,4,0,0.284,0.198,2,RENT,home_improvement,0
36,169484.25,7.6,12505.76,24,3.3,9,1,0.6,0.591,1,RENT,credit_card,1
51,44195.68,9.1,20286.43,48,0.7,3,0,0.579,0.193,1,OWN,small_business,0
40,57316.04,2.5,13428.94,60,6.1,5,1,0.092,0.657,2,RENT,debt_consolidation,1
46,72406.05,8.5,5538.93,24,9.5,5,0,0.372,0.113,1,RENT,home_improvement,1
49,53814.19,7.9,4751.49,24,0.9,2,1,0.114,0.135,0,RENT,debt_consolidation,0
42,35940.68,3.5,6825.69,60,8.4,3,1,0.761,0.115,1,RENT,debt_consolidation,0
27,33095.53,8.7,10302.33,48,2.0,5,0,0.304,0.529,0,RENT,credit_card,1
23,60938.73,4.7,24871.58,12,4.7,3,0,0.291,0.362,0,MORTGAGE,credit_card,1
40,30128.51,4.4,12825.71,24,7.2,4,0,0.126,0.544,1,RENT,other,1
36,29668.02,16.0,10156.75,36,2.5,7,1,0.135,0.551,2,MORTGAGE,major_purchase,0
39,67269.66,3.3,9673.82,60,1.5,6,1,0.488,0.061,1,MORTGAGE,home_improvement,0
38,51413.82,4.0,9750.51,24,8.0,4,0,0.077,0.751,1,RENT,home_improvement,0
66,90713.68,3.5,18162.33,48,8.3,8,0,0.543,0.3,0,MORTGAGE,credit_card,0
23,42885.91,12.8,5816.52,12,6.0,7,1,0.851,0.319,0,RENT,debt_consolidation,0
18,39352.28,4.8,21681.51,36,1.0,4,0,0.679,0.241,2,RENT,major_purchase,0
42,68388.12,13.5,17091.18,48,6.9,12,0,0.457,0.478,0,RENT,debt_consolidation,0
34,34661.55,7.0,9317.78,12,5.9,1,0,0.087,0.108,0,MORTGAGE,debt_consolidation,0
41,37723.17,2.2,56366.32,24,4.0,4,0,0.688,0.327,1,RENT,debt_consolidation,1
44,38555.35,5.3,20255.26,48,9.8,7,1,0.404,0.245,1,MORTGAGE,debt_consolidation,0
52,48274.75,11.3,9778.79,24,4.6,10,0,0.278,0.492,0,MORTGAGE,home_improvement,0
21,143607.63,5.8,17327.47,48,4.0,5,0,0.373,0.554,2,MORTGAGE,medical,0
32,25406.65,1.0,9100.77,36,4.0,3,0,0.635,0.299,2,MORTGAGE,debt_consolidation,0
43,110473.3,3.0,6987.33,36,14.0,8,0,0.609,0.413,3,MORTGAGE,medical,0
46,81290.36,12.9,8155.59,24,7.7,4,0,0.15,0.634,1,RENT,car,0
62,128263.03,5.1,10894.0,36,6.1,3,0,0.392,0.355,2,OWN,debt_consolidation,0
49,304119.9,3.9,3968.25,36,14.8,6,0,0.45,0.639,1,RENT,major_purchase,0
37,119050.04,7.0,4707.44,60,16.7,3,0,0.289,0.481,2,MORTGAGE,credit_card,0
28,90139.78,11.0,13886.16,48,8.5,9,0,0.629,0.426,2,OWN,credit_card,0
32,26321.12,8.0,8659.66,36,15.0,5,0,0.41,0.667,1,OWN,credit_card,1
31,28214.12,7.0,35835.15,24,7.1,8,0,0.589,0.428,2,OWN,debt_consolidation,1
45,66045.86,9.6,16350.61,24,3.1,5,0,0.511,0.303,1,MORTGAGE,home_improvement,0
41,21291.39,2.3,14237.67,48,2.9,11,0,0.281,0.801,0,RENT,other,0
23,76000.23,3.1,14578.26,48,6.0,7,2,0.191,0.415,0,OWN,small_business,0
33,16743.96,16.4,9814.87,36,5.9,4,0,0.829,0.304,0,OWN,debt_consolidation,1
48,102102.08,5.2,16921.36,60,6.5,5,1,0.223,0.54,1,OWN,major_purchase,0
42,45390.8,2.1,10598.25,60,5.9,5,1,0.412,0.46,1,OWN,major_purchase,1
44,58083.0,2.4,13379.61,48,9.4,4,0,0.441,0.54,1,MORTGAGE,debt_consolidation,1
42,35896.51,9.3,9540.62,36,3.3,6,1,0.62,0.078,1,OWN,car,0
56,19068.83,4.6,22305.38,36,2.9,7,0,0.415,0.366,3,RENT,credit_card,1
41,106839.44,5.6,6817.76,60,11.5,9,0,0.236,0.448,0,MORTGAGE,debt_consolidation,0
34,112942.69,5.7,3135.23,36,1.0,6,0,0.355,0.374,1,RENT,credit_card,0
28,44653.22,3.4,8161.53,48,6.3,11,0,0.164,0.366,1,RENT,home_improvement,0
41,77968.58,7.9,27328.12,60,12.9,2,2,0.508,0.337,1,RENT,debt_consolidation,0
18,43695.91,11.8,18054.21,36,1.0,4,1,0.191,0.245,5,RENT,debt_consolidation,0
36,63492.01,0.3,22240.6,48,12.2,6,1,0.23,0.124,0,MORTGAGE,home_improvement,0
36,82250.65,6.0,11872.3,12,9.5,2,0,0.501,0.341,2,MORTGAGE,medical,0
23,73518.82,12.8,11885.99,48,6.0,4,1,0.242,0.46,1,RENT,debt_consolidation,0
28,113270.41,1.1,7566.72,24,6.8,4,0,0.505,0.562,0,OWN,debt_consolidation,1
47,72069.37,5.0,7785.66,48,19.1,5,0,0.529,0.477,2,OWN,credit_card,1
41,55019.7,5.1,11143.7,24,13.2,5,1,0.119,0.117,0,RENT,car,0
39,35639.85,12.4,11080.79,36,13.2,3,1,0.55,0.486,2,RENT,credit_card,0
41,41640.23,2.0,10305.76,36,3.7,6,0,0.409,0.235,1,OWN,credit_card,0
39,84586.36,16.0,13101.63,36,4.6,5,0,0.214,0.469,2,OWN,home_improvement,0
52,23718.14,10.4,8461.15,48,9.3,5,0,0.252,0.357,2,MORTGAGE,home_improvement,1
39,99527.97,1.3,13919.63,48,4.2,4,0,0.532,0.712,4,RENT,home_improvement,0
22,46414.67,20.3,24035.5,48,5.0,7,1,0.637,0.291,0,RENT,debt_consolidation,1
56,34536.32,8.6,36809.31,36,4.6,6,1,0.721,0.08,1,MORTGAGE,credit_card,1
42,29605.09,4.0,7184.4,60,6.0,3,1,0.293,0.426,0,RENT,major_purchase,1
32,78503.8,1.9,22743.11,36,1.5,3,1,0.141,0.805,0,MORTGAGE,debt_consolidation,1
